BIBNO,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN,FINALTM
3062,46,M,M OPEN,00:18:29,00:08:03,01:09:12,00:01:29,00:54:21,02:31:34
3065,46,M,M OPEN,00:29:24,00:10:56,01:34:00,00:09:29,01:34:40,03:58:29
3066,46,M,M OPEN,00:27:07,00:09:24,01:46:02,00:03:33,01:02:40,03:28:46
3067,46,M,M OPEN,00:18:40,00:05:26,01:06:50,00:01:27,00:43:19,02:15:42
3068,46,M,M OPEN,00:23:38,00:07:45,01:21:09,00:03:16,00:54:38,02:50:26
3069,46,M,M OPEN,00:27:02,00:07:44,01:31:31,00:03:09,01:17:35,03:27:01
3070,46,M,M OPEN,00:20:43,00:06:18,01:14:05,00:02:13,00:48:27,02:31:46
3071,46,M,M OPEN,00:18:27,00:07:44,01:21:30,00:03:32,01:13:05,03:04:18
3072,46,M,M OPEN,00:23:40,00:08:22,01:30:42,00:02:11,01:02:32,03:07:27
3074,46,M,M OPEN,00:27:36,00:08:34,01:31:24,00:02:43,01:08:10,03:18:27
3076,46,M,M OPEN,00:21:42,00:05:08,01:50:39,00:02:05,00:50:35,03:10:09
3078,46,M,M OPEN,00:28:35,00:07:48,01:22:32,00:03:51,01:14:43,03:17:29
3079,46,M,M OPEN,00:21:06,00:05:48,01:15:02,00:02:50,00:59:26,02:44:12
3080,46,M,M OPEN,00:22:30,00:04:36,01:15:35,00:01:38,00:51:42,02:36:01
3082,46,M,M OPEN,00:27:05,00:06:50,01:31:15,00:03:54,01:16:38,03:25:42
3083,46,M,M OPEN,00:26:14,00:05:06,01:14:25,00:02:08,00:47:13,02:35:06
3084,46,M,M OPEN,00:24:23,00:08:03,01:36:08,00:02:39,01:11:12,03:22:25
3089,46,M,M OPEN,00:22:47,00:05:26,01:20:26,00:01:52,01:02:58,02:53:29
3093,46,M,M OPEN,00:29:27,00:09:15,01:55:31,00:05:21,01:39:20,04:18:54
3094,46,M,M OPEN,00:20:42,00:05:46,01:22:54,00:02:39,00:54:12,02:46:13
3095,46,M,M OPEN,00:32:09,00:13:05,01:48:06,00:04:20,01:19:03,03:56:43
3096,46,M,M OPEN,00:26:57,00:07:34,01:28:22,00:05:46,01:13:52,03:22:31
3097,46,M,M OPEN,00:24:38,00:07:01,01:25:13,00:03:24,00:55:18,02:55:34
3098,46,M,M OPEN,00:20:12,00:05:10,01:21:38,00:01:40,00:56:47,02:45:27
3099,46,M,M OPEN,00:22:09,00:06:14,01:25:20,00:03:45,01:10:32,03:08:00
3100,46,M,M OPEN,00:18:00,00:03:19,01:11:08,00:01:13,00:55:02,02:28:42
3101,46,M,M OPEN,00:27:35,00:06:22,01:20:19,00:03:34,00:48:07,02:45:57
3102,46,M,M OPEN,00:24:26,00:05:58,01:25:49,00:01:22,01:04:22,03:01:57
3103,46,M,M OPEN,00:22:45,00:06:48,01:24:05,00:03:18,01:07:39,03:04:35
3104,46,M,M OPEN,00:21:24,00:03:18,01:12:32,00:01:06,00:46:51,02:25:11
3106,46,M,M OPEN,00:23:44,00:05:17,01:23:49,00:01:49,00:53:56,02:48:35
3107,46,M,M OPEN,00:24:27,00:05:16,01:18:32,00:01:26,00:48:59,02:38:40
3114,46,M,M OPEN,00:19:21,00:04:05,01:13:59,00:01:37,00:50:04,02:29:06
3115,46,M,M OPEN,00:22:18,00:07:45,01:24:35,00:03:51,01:01:15,02:59:44
3116,46,M,M OPEN,00:25:48,00:09:16,01:32:30,00:04:49,01:04:13,03:16:36
3118,46,M,M OPEN,00:23:39,00:06:04,01:24:11,00:02:33,00:53:19,02:49:46
3120,46,M,M OPEN,00:20:37,00:07:03,01:17:55,00:03:22,00:54:57,02:43:54
3121,46,M,M OPEN,00:24:47,00:04:51,01:23:20,00:01:57,00:52:32,02:47:27
3122,46,M,M OPEN,00:21:02,00:06:23,01:28:10,00:04:25,00:54:16,02:54:16
3123,46,M,M OPEN,00:21:36,00:04:45,01:17:33,00:02:18,00:57:57,02:44:09
3124,46,M,M OPEN,00:25:36,00:06:23,01:23:33,00:03:47,01:10:51,03:10:10
3127,46,M,M OPEN,00:23:24,00:06:23,01:30:54,00:03:18,00:57:23,03:01:22
3128,46,M,M OPEN,00:22:02,00:04:44,01:15:56,00:01:48,00:55:55,02:40:25
3130,46,M,M OPEN,00:23:58,00:05:53,01:12:50,00:02:19,01:01:55,02:46:55
3131,46,M,M OPEN,00:31:08,00:14:26,01:39:21,00:06:27,01:33:03,04:04:25
3132,46,M,M OPEN,00:25:28,00:06:28,01:19:09,00:01:36,00:56:55,02:49:36
3133,46,M,M OPEN,00:23:16,00:05:09,01:18:02,00:02:23,01:04:01,02:52:51
3134,46,M,M OPEN,00:20:34,00:09:05,01:18:53,00:04:56,00:52:58,02:46:26
3137,46,M,M OPEN,00:18:23,00:04:37,01:06:52,00:01:08,00:43:09,02:14:09
3139,46,M,M OPEN,00:20:32,00:06:54,01:15:58,00:02:35,01:00:40,02:46:39
3141,47,M,M OPEN,00:27:02,00:06:48,01:22:24,00:02:14,01:00:06,02:58:34
3143,47,M,M OPEN,00:22:30,00:04:25,01:19:28,00:01:59,01:06:03,02:54:25
3144,47,M,M OPEN,00:24:09,00:06:49,01:26:55,00:02:01,01:15:40,03:15:34
3145,47,M,M OPEN,00:27:27,00:04:49,01:22:39,00:02:25,01:02:07,02:59:27
3147,47,M,M OPEN,00:23:30,00:05:45,01:21:28,00:01:53,00:53:34,02:46:10
3151,47,M,M OPEN,00:20:47,00:10:11,01:31:59,00:05:04,01:22:29,03:30:30
3153,47,M,M OPEN,00:22:18,00:03:59,01:10:57,00:01:26,00:45:12,02:23:52
3154,47,M,M OPEN,00:25:02,00:06:10,01:26:36,00:02:13,01:13:24,03:13:25
3156,47,M,M OPEN,00:21:42,00:05:34,01:23:32,00:01:39,00:49:04,02:41:31
3157,47,M,M OPEN,00:20:11,00:05:15,01:23:28,00:01:43,00:57:26,02:48:03
3158,47,M,M OPEN,00:25:30,00:05:33,01:31:41,00:01:40,01:12:18,03:16:42
3159,47,M,M OPEN,00:26:12,00:09:33,01:27:46,00:04:17,00:59:28,03:07:16
3160,47,M,M OPEN,00:20:24,00:06:35,01:24:16,00:03:37,01:27:23,03:22:15
3163,47,M,M OPEN,00:24:02,00:06:18,01:16:12,00:02:15,01:07:57,02:56:44
3164,47,M,M OPEN,00:30:01,00:06:57,01:17:56,00:02:54,00:57:49,02:55:37
3165,47,M,M OPEN,00:32:59,00:12:10,01:33:48,00:06:58,01:01:25,03:27:20
3167,47,M,M OPEN,00:21:50,00:04:22,01:13:59,00:02:21,00:47:40,02:30:12
3168,47,M,M OPEN,00:19:38,00:04:44,01:11:29,00:01:26,00:52:12,02:29:29
3171,47,M,M OPEN,00:19:09,00:04:29,01:09:47,00:02:06,00:47:28,02:22:59
3175,47,M,M OPEN,00:19:14,00:05:22,01:16:17,00:01:46,00:49:20,02:31:59
3176,47,M,M OPEN,00:26:20,00:04:38,01:12:51,00:01:42,00:46:22,02:31:53
3178,47,M,M OPEN,00:21:29,00:05:11,01:12:53,00:01:39,00:55:06,02:36:18
3179,47,M,M OPEN,00:27:06,00:07:21,01:26:08,00:02:58,01:12:59,03:16:32
3180,47,M,M OPEN,00:24:23,00:05:25,01:22:25,00:01:56,00:59:03,02:53:12
3183,47,M,M OPEN,00:28:41,00:05:25,01:23:46,00:03:28,00:57:02,02:58:22
3184,47,M,M OPEN,00:35:59,00:09:12,01:50:12,00:05:41,01:27:03,04:08:07
3187,47,M,M OPEN,00:26:36,00:06:19,01:12:37,00:02:37,00:56:04,02:44:13
3190,47,M,M OPEN,00:23:51,00:05:36,01:14:56,00:01:27,00:49:35,02:35:25
3191,47,M,M OPEN,00:19:21,00:03:54,01:13:08,00:01:23,00:53:07,02:30:53
3194,47,M,M OPEN,00:17:34,00:03:55,01:10:24,00:01:22,00:52:51,02:26:06
3196,47,M,M OPEN,00:19:24,00:07:19,01:27:18,00:02:46,01:14:11,03:10:58
3198,47,M,M OPEN,00:21:55,00:04:10,01:08:29,00:01:30,00:51:35,02:27:39
3199,47,M,M OPEN,00:20:45,00:05:26,01:09:47,00:02:49,00:51:04,02:29:51
3201,47,M,M OPEN,00:27:04,00:06:46,01:20:00,00:02:48,00:50:15,02:46:53
3202,47,M,M OPEN,00:19:58,00:04:19,01:09:42,00:01:11,00:45:57,02:21:07
3203,47,M,M OPEN,00:20:36,00:04:39,01:14:26,00:01:23,00:49:39,02:30:43
3204,47,M,M OPEN,00:39:13,00:05:40,01:30:04,00:04:50,00:51:39,03:11:26
3205,47,M,M OPEN,00:19:17,00:03:52,01:10:16,00:01:19,00:44:11,02:18:55
3206,47,M,M OPEN,00:22:19,00:06:19,01:36:01,00:01:50,00:55:13,03:01:42
3207,47,M,M OPEN,00:21:05,00:05:04,01:13:04,00:02:19,00:51:03,02:32:35
3209,47,M,M OPEN,00:22:35,00:07:26,01:23:24,00:03:55,00:58:54,02:56:14
3210,47,M,M OPEN,00:22:29,00:06:57,01:21:36,00:03:13,01:05:16,02:59:31
3211,47,M,M OPEN,00:18:31,00:06:23,01:28:35,00:04:55,01:17:33,03:15:57
3212,47,M,M OPEN,00:32:01,00:08:23,01:47:42,00:04:00,01:23:26,03:55:32
3214,47,M,M OPEN,00:22:11,00:04:39,01:09:02,00:01:28,00:45:45,02:23:05
3216,47,M,M OPEN,00:26:01,00:07:25,01:26:40,00:04:56,01:18:05,03:23:07
3218,47,M,M OPEN,00:17:11,00:03:47,01:10:09,00:01:06,00:42:06,02:14:19
3219,47,M,M OPEN,00:29:46,00:06:42,01:20:40,00:03:26,00:57:11,02:57:45
3223,47,M,M OPEN,00:34:32,00:09:16,01:27:59,00:06:55,01:17:26,03:36:08
3224,47,M,M OPEN,00:23:01,00:08:25,01:25:56,00:04:08,01:01:14,03:02:44
3225,47,M,M OPEN,00:20:45,00:04:05,01:15:42,00:02:10,00:52:34,02:35:16
3227,48,M,M OPEN,00:24:05,00:06:14,01:14:50,00:02:11,00:50:00,02:37:20
3228,48,M,M OPEN,00:21:17,00:09:11,01:24:55,00:05:15,01:14:32,03:15:10
3229,48,M,M OPEN,00:25:12,00:10:47,01:25:58,00:03:16,00:51:55,02:57:08
3230,48,M,M OPEN,00:21:39,00:05:44,01:16:24,00:02:02,00:46:08,02:31:57
3231,48,M,M OPEN,00:22:34,00:05:47,01:18:19,00:01:57,00:50:20,02:38:57
3233,48,M,M OPEN,00:22:03,00:06:59,01:31:52,00:03:31,01:04:00,03:08:25
3239,48,M,M OPEN,00:21:15,00:07:54,01:25:28,00:03:30,00:59:11,02:57:18
3240,48,M,M OPEN,00:22:18,00:05:43,01:17:04,00:01:57,01:01:08,02:48:10
3241,48,M,M OPEN,00:23:05,00:08:25,01:25:36,00:04:33,01:14:58,03:16:37
3242,48,M,M OPEN,00:21:54,00:04:59,01:12:20,00:02:10,00:47:01,02:28:24
3245,48,M,M OPEN,00:19:45,00:04:18,01:20:27,00:01:29,00:52:30,02:38:29
3246,48,M,M OPEN,00:23:34,00:06:28,01:23:47,00:02:55,01:06:10,03:02:54
3247,48,M,M OPEN,00:26:24,00:06:50,01:18:11,00:02:43,01:04:56,02:59:04
3248,48,M,M OPEN,00:26:56,00:06:16,01:26:20,00:03:25,01:00:52,03:03:49
3250,48,M,M OPEN,00:23:03,00:09:00,01:31:17,00:04:33,01:34:27,03:42:20
3251,48,M,M OPEN,00:31:21,00:07:58,01:28:33,00:04:38,01:09:01,03:21:31
3252,48,M,M OPEN,00:24:41,00:04:53,01:11:10,00:01:33,00:56:07,02:38:24
3253,48,M,M OPEN,00:19:15,00:04:00,01:16:58,00:01:27,00:47:44,02:29:24
3255,48,M,M OPEN,00:21:30,00:03:58,01:18:26,00:01:57,00:59:34,02:45:25
3256,48,M,M OPEN,00:24:42,00:06:21,01:19:20,00:01:42,01:00:37,02:52:42
3257,48,M,M OPEN,00:33:57,00:08:42,01:28:34,00:07:05,01:13:15,03:31:33
3259,48,M,M OPEN,00:27:03,00:11:47,01:38:45,00:06:31,01:08:26,03:32:32
3261,48,M,M OPEN,00:20:49,00:07:45,01:27:23,00:02:14,01:06:38,03:04:49
3264,48,M,M OPEN,00:23:52,00:05:44,01:11:38,00:02:26,00:52:44,02:36:24
3265,48,M,M OPEN,00:21:16,00:05:55,01:15:46,00:02:32,00:52:37,02:38:06
3268,48,M,M OPEN,00:25:55,00:09:07,01:34:22,00:05:23,01:26:14,03:41:01
3269,48,M,M OPEN,00:21:13,00:04:59,01:20:52,00:04:00,01:01:04,02:52:08
3270,48,M,M OPEN,00:22:23,00:05:49,01:16:25,00:01:29,00:45:43,02:31:49
3271,48,M,M OPEN,00:20:53,00:04:53,01:18:26,00:01:43,00:45:55,02:31:50
3272,48,M,M OPEN,00:22:45,00:06:46,01:26:37,00:01:51,01:00:27,02:58:26
3273,40,M,M OPEN,00:26:48,00:08:12,01:24:23,00:03:19,01:06:35,03:09:17
3276,48,M,M OPEN,00:27:11,00:05:23,01:15:43,00:02:12,00:59:07,02:49:36
3277,48,M,M OPEN,00:26:56,00:07:35,01:29:50,00:05:20,01:12:37,03:22:18
3281,48,M,M OPEN,00:27:10,00:05:54,01:23:25,00:04:02,00:58:26,02:58:57
3282,48,M,M OPEN,00:22:00,00:05:21,01:11:56,00:02:04,00:47:56,02:29:17
3285,48,M,M OPEN,00:23:39,00:05:46,01:23:23,00:02:34,01:05:31,03:00:53
3289,48,M,M OPEN,00:29:11,00:10:08,01:18:51,00:03:32,01:01:52,03:03:34
3290,48,M,M OPEN,00:26:28,00:06:40,01:28:13,00:02:22,01:06:25,03:10:08
3292,48,M,M OPEN,00:20:28,00:05:02,01:19:28,00:01:57,00:51:42,02:38:37
3293,48,M,M OPEN,00:24:16,00:05:58,01:17:53,00:01:58,00:51:28,02:41:33
3294,48,M,M OPEN,00:20:27,00:05:08,01:12:01,00:02:05,00:59:38,02:39:19
3297,48,M,M OPEN,00:28:12,00:05:26,01:22:42,00:04:45,00:53:14,02:54:19
3300,48,M,M OPEN,00:25:20,00:05:49,01:23:57,00:02:26,00:54:21,02:51:53
3301,49,M,M OPEN,00:22:47,00:09:54,01:29:17,00:02:12,01:10:30,03:14:40
3302,49,M,M OPEN,00:20:39,00:04:12,01:06:29,00:01:09,00:43:52,02:16:21
3303,49,M,M OPEN,00:21:12,00:04:45,01:16:25,00:01:19,00:51:20,02:35:01
3304,49,M,M OPEN,00:23:24,00:06:21,01:31:34,00:03:14,01:21:44,03:26:17
3306,49,M,M OPEN,00:24:54,00:06:56,01:33:43,00:01:48,00:58:38,03:05:59
3307,49,M,M OPEN,00:30:58,00:08:31,01:20:44,00:05:18,01:18:13,03:23:44
3308,49,M,M OPEN,00:25:56,00:08:32,01:37:25,00:04:27,01:09:50,03:26:10
3309,49,M,M OPEN,00:21:56,00:05:36,01:16:00,00:02:40,00:53:40,02:39:52
3310,49,M,M OPEN,00:21:10,00:09:54,01:13:00,00:02:35,00:53:45,02:40:24
3312,49,M,M OPEN,00:24:06,00:07:11,01:35:17,00:03:28,01:17:42,03:27:44
3313,49,M,M OPEN,00:36:47,00:12:36,01:42:08,00:07:42,01:03:22,03:42:35
3315,49,M,M OPEN,00:23:01,00:09:05,01:33:58,00:03:49,01:22:21,03:32:14
3316,49,M,M OPEN,00:20:49,00:03:47,01:09:47,00:01:20,00:43:53,02:19:36
3317,49,M,M OPEN,00:22:25,00:07:15,01:27:35,00:02:46,01:05:39,03:05:40
3319,49,M,M OPEN,00:21:14,00:04:44,01:13:51,00:01:44,00:52:28,02:34:01
3320,49,M,M OPEN,00:26:51,00:08:10,01:33:13,00:03:17,01:11:16,03:22:47
3322,49,M,M OPEN,00:24:39,00:11:57,01:22:18,00:06:10,01:10:32,03:15:36
3323,49,M,M OPEN,00:20:27,00:06:23,01:28:25,00:03:05,00:57:31,02:55:51
3324,49,M,M OPEN,00:27:21,00:05:40,01:16:12,00:01:57,00:46:21,02:37:31
3325,49,M,M OPEN,00:20:47,00:03:47,01:15:07,00:01:22,00:47:42,02:28:45
3326,49,M,M OPEN,00:22:27,00:04:28,01:17:56,00:01:58,00:55:43,02:42:32
3327,49,M,M OPEN,00:26:32,00:08:20,01:27:52,00:03:13,00:55:55,03:01:52
3328,49,M,M OPEN,00:20:39,00:05:55,01:23:55,00:01:57,00:49:36,02:42:02
3331,49,M,M OPEN,00:26:27,00:08:42,01:26:51,00:04:33,01:15:58,03:22:31
3333,49,M,M OPEN,00:21:33,00:09:19,01:30:15,00:04:46,01:26:12,03:32:05
3334,49,M,M OPEN,00:21:06,00:04:39,01:25:27,00:02:35,00:56:48,02:50:35
3335,49,M,M OPEN,00:29:19,00:06:10,01:25:19,00:02:55,01:11:45,03:15:28
3336,49,M,M OPEN,00:26:43,00:06:31,01:25:37,00:02:38,00:55:00,02:56:29
3338,49,M,M OPEN,00:25:02,00:07:35,01:29:10,00:02:57,01:02:34,03:07:18
3339,49,M,M OPEN,00:29:25,00:08:56,01:17:28,00:01:19,00:54:55,02:52:03
3340,49,M,M OPEN,00:36:23,00:11:34,01:33:02,00:03:08,00:58:00,03:22:07
3341,49,M,M OPEN,00:24:13,00:05:11,01:17:34,00:02:20,00:56:21,02:45:39
3346,49,M,M OPEN,00:29:41,00:08:28,01:25:32,00:02:11,01:09:50,03:15:42
3347,49,M,M OPEN,00:25:53,00:04:57,01:17:29,00:01:41,00:53:57,02:43:57
3348,49,M,M OPEN,00:20:54,00:06:43,01:23:29,00:02:43,00:54:00,02:47:49
3349,49,M,M OPEN,00:24:59,00:04:41,01:15:57,00:02:37,01:02:02,02:50:16
3350,49,M,M OPEN,00:19:07,00:04:04,01:08:19,00:01:33,00:45:29,02:18:32
3352,49,M,M OPEN,00:21:58,00:05:12,01:19:26,00:02:09,00:58:21,02:47:06
3353,49,M,M OPEN,00:26:23,00:07:19,01:25:02,00:02:18,00:57:52,02:58:54
3354,49,M,M OPEN,00:21:15,00:05:25,01:22:15,00:02:04,00:53:12,02:44:11
3355,49,M,M OPEN,00:31:11,00:07:37,01:18:04,00:04:41,01:11:56,03:13:29
3356,49,M,M OPEN,00:20:28,00:03:53,01:08:38,00:01:27,00:47:59,02:22:25
3357,49,M,M OPEN,00:24:39,00:06:16,01:21:38,00:05:04,01:20:27,03:18:04
3358,49,M,M OPEN,00:17:16,00:03:11,01:06:08,00:01:04,00:42:15,02:09:54
3359,49,M,M OPEN,00:20:23,00:08:14,01:22:40,00:02:47,00:58:57,02:53:01
3360,49,M,M OPEN,00:21:11,00:05:29,01:13:01,00:01:54,00:42:48,02:24:23
3365,49,M,M OPEN,00:21:20,00:05:24,01:14:02,00:01:58,00:52:20,02:35:04
3369,49,M,M OPEN,00:28:38,00:16:54,01:34:17,00:04:33,01:29:26,03:53:48
3370,49,M,M OPEN,00:18:40,00:04:14,01:10:52,00:01:54,00:53:15,02:28:55
3371,49,M,M OPEN,00:19:22,00:06:32,01:28:29,00:02:59,00:59:59,02:57:21
3374,49,M,M OPEN,00:18:21,00:03:56,01:08:52,00:01:34,01:13:02,02:45:45
3375,29,F,F OPEN,00:31:38,00:07:51,01:24:52,00:02:48,01:14:26,03:21:35
3377,31,F,F OPEN,00:27:33,00:08:18,01:44:14,00:02:52,01:00:39,03:23:36
3379,34,F,F OPEN,00:21:42,00:03:43,01:14:52,00:01:36,00:49:46,02:31:39
3380,34,F,F OPEN,00:29:54,00:10:20,02:10:46,00:04:08,01:18:29,04:13:37
3382,39,F,F OPEN,00:20:45,00:07:37,01:32:59,00:02:21,01:01:34,03:05:16
3385,19,M,M OPEN,00:23:14,00:05:18,01:21:48,00:01:55,00:51:51,02:44:06
3386,25,M,M OPEN,00:23:48,00:06:48,02:02:34,00:02:08,00:53:39,03:28:57
3387,26,M,M OPEN,00:24:22,00:07:00,01:49:52,00:02:23,01:18:09,03:41:46
3388,27,M,M OPEN,00:19:22,00:04:50,01:25:46,00:01:42,01:00:05,02:51:45
3389,28,M,M OPEN,00:20:34,00:04:13,01:21:09,00:01:11,00:45:54,02:33:01
3390,29,M,M OPEN,00:30:19,00:12:11,01:41:36,00:03:46,01:05:14,03:33:06
3392,29,M,M OPEN,00:23:16,00:06:45,01:22:06,00:01:41,00:52:20,02:46:08
3393,31,M,M OPEN,00:26:18,00:08:36,01:46:30,00:04:06,01:15:29,03:40:59
3394,32,M,M OPEN,00:20:33,00:04:11,01:10:48,00:01:15,00:47:07,02:23:54
3395,32,M,M OPEN,00:25:29,00:09:07,01:39:10,00:02:56,01:06:22,03:23:04
3396,32,M,M OPEN,00:25:33,00:04:30,01:17:40,00:01:42,00:53:34,02:42:59
3398,33,M,M OPEN,00:25:08,00:10:45,01:26:26,00:06:07,00:58:42,03:07:08
3399,33,M,M OPEN,00:31:24,00:10:41,01:29:39,00:04:01,01:06:54,03:22:39
3400,33,M,M OPEN,00:24:12,00:05:48,01:26:08,00:02:41,01:29:10,03:27:59
3401,34,M,M OPEN,00:26:03,00:09:39,01:29:36,00:03:53,00:50:39,02:59:50
3402,35,M,M OPEN,00:28:38,00:08:01,01:23:49,00:01:48,01:04:31,03:06:47
3403,35,M,M OPEN,00:54:05,00:09:59,01:38:39,00:09:34,01:24:46,04:17:03
3404,35,M,M OPEN,00:17:33,00:05:46,01:14:54,00:01:42,00:45:33,02:25:28
3405,35,M,M OPEN,00:25:37,00:04:41,01:16:20,00:02:04,00:51:22,02:40:04
3407,36,M,M OPEN,00:23:57,00:11:41,01:21:30,00:09:35,00:57:01,03:03:44
3409,37,M,M OPEN,00:22:56,00:07:55,01:28:11,00:06:52,01:09:49,03:15:43
3412,38,M,M OPEN,00:24:03,00:05:42,01:29:47,00:04:09,00:56:34,03:00:15
3413,38,M,M OPEN,00:18:36,00:04:23,01:13:51,00:01:43,00:52:03,02:30:36
3415,39,M,M OPEN,00:27:37,00:05:15,01:18:25,00:01:55,00:53:26,02:46:38
3416,39,M,M OPEN,00:20:50,00:04:21,01:09:55,00:01:52,00:50:32,02:27:30
3417,39,M,M OPEN,00:20:38,00:05:17,01:16:34,00:02:24,00:59:56,02:44:49
3421,40,M,M OPEN,00:25:59,00:08:59,01:23:33,00:04:36,00:56:37,02:59:44
3422,40,M,M OPEN,00:31:36,00:10:11,01:32:15,00:03:55,01:05:33,03:23:30
3423,40,M,M OPEN,00:21:43,00:07:09,01:19:53,00:01:59,00:54:57,02:45:41
3425,42,M,M OPEN,00:25:39,00:08:36,01:19:03,00:03:11,00:59:00,02:55:29
3427,50,M,M OPEN,00:21:09,00:05:24,01:18:12,00:02:28,00:52:44,02:39:57
3429,44,M,M OPEN,00:29:01,00:08:06,01:30:24,00:03:52,01:02:04,03:13:27
3432,44,M,M OPEN,00:27:26,00:14:22,01:31:41,00:06:32,01:08:37,03:28:38
3433,44,M,M OPEN,00:24:47,00:08:27,01:24:13,00:03:20,01:01:27,03:02:14
3437,46,M,M OPEN,00:27:06,00:06:27,01:37:36,00:05:53,01:35:05,03:52:07
3438,46,M,M OPEN,00:23:07,00:06:25,01:20:40,00:04:08,01:10:08,03:04:28
3439,47,M,M OPEN,00:18:57,00:05:55,01:21:04,00:03:10,00:56:24,02:45:30
3440,47,M,M OPEN,00:27:23,00:12:11,01:28:23,00:02:36,01:05:28,03:16:01
3441,48,M,M OPEN,00:22:09,00:04:04,01:11:52,00:01:20,00:42:24,02:21:49
3443,48,M,M OPEN,00:26:02,00:07:32,01:19:42,00:03:37,01:06:48,03:03:41
3444,49,M,M OPEN,00:25:05,00:08:40,01:23:41,00:04:04,01:27:28,03:28:58
3445,49,M,M OPEN,00:33:14,00:07:14,01:32:28,00:01:52,00:55:49,03:10:37
3446,49,M,M OPEN,00:23:30,00:07:42,01:18:42,00:04:33,01:04:33,02:59:00
3448,50,M,M OPEN,00:22:48,00:05:23,01:20:09,00:03:31,01:01:08,02:52:59
3449,50,M,M OPEN,00:33:17,00:08:28,01:49:12,00:03:25,01:12:43,03:47:05
3451,51,M,M OPEN,00:35:02,00:19:53,01:42:48,00:09:27,01:13:52,04:01:02
3452,53,M,M OPEN,00:21:07,00:04:40,01:16:58,00:02:46,00:51:42,02:37:13
3453,37,M,M OPEN,00:22:38,00:04:07,01:05:29,00:01:20,00:38:44,02:12:18
3455,53,M,M OPEN,00:24:16,00:05:48,01:16:50,00:01:53,01:04:25,02:53:12
3456,57,M,M OPEN,00:24:30,00:08:00,01:27:58,00:03:14,01:00:03,03:03:45
3457,58,M,M OPEN,00:19:24,00:04:56,01:14:58,00:02:05,00:53:21,02:34:44
3458,59,M,M OPEN,00:31:06,00:10:42,01:32:19,00:04:15,00:58:29,03:16:51
3459,61,M,M OPEN,00:33:43,00:06:25,01:25:58,00:03:11,01:15:23,03:24:40
3460,62,M,M OPEN,00:32:40,00:09:33,01:41:22,00:05:28,01:30:28,03:59:31
3461,29,M,M OPEN,00:27:15,00:08:25,01:52:35,00:03:55,01:27:20,03:59:30
3462,30,M,CLY,00:25:44,00:07:45,01:27:54,00:03:06,01:05:21,03:09:50
3469,31,M,CLY,00:28:54,00:12:40,01:59:18,00:04:33,00:57:33,03:42:58
3470,32,M,CLY,00:30:08,00:07:07,01:19:20,00:02:42,01:05:19,03:04:36
3471,33,M,CLY,00:22:02,00:05:08,01:20:04,00:03:06,01:00:45,02:51:05
3472,33,M,CLY,00:27:35,00:15:56,01:27:11,00:13:48,01:12:33,03:37:03
3476,35,M,CLY,00:25:45,00:06:42,01:16:00,00:02:16,01:02:19,02:53:02
3478,35,M,CLY,00:17:21,00:04:29,01:17:06,00:01:33,00:52:42,02:33:11
3480,35,M,CLY,00:22:55,00:07:37,01:31:07,00:01:57,01:29:15,03:32:51
3481,35,M,CLY,00:26:12,00:06:07,01:23:50,00:02:07,01:09:13,03:07:29
3483,36,M,CLY,00:25:11,00:08:07,01:43:10,00:08:13,01:40:25,04:05:06
3485,36,M,CLY,00:31:30,00:08:16,01:33:17,00:05:03,01:14:07,03:32:13
3488,36,M,CLY,00:26:32,00:06:43,01:21:00,00:02:25,01:19:22,03:16:02
3489,37,M,CLY,00:23:10,00:05:22,01:20:39,00:02:10,00:51:13,02:42:34
3491,37,M,CLY,00:27:26,00:06:25,01:25:38,00:02:44,01:20:20,03:22:33
3492,37,M,CLY,00:27:21,00:08:00,01:54:27,00:02:31,01:17:31,03:49:50
3493,37,M,CLY,00:23:02,00:05:57,01:18:22,00:02:06,01:18:10,03:07:37
3495,38,M,CLY,00:28:28,00:08:31,01:23:10,00:03:17,01:06:32,03:09:58
3497,39,M,CLY,00:35:02,00:07:58,01:51:22,00:06:23,01:31:07,04:11:52
3498,39,M,CLY,00:23:24,00:05:45,01:15:32,00:02:34,00:56:49,02:44:04
3499,39,M,CLY,00:21:49,00:05:55,01:23:14,00:02:48,01:05:52,02:59:38
3501,39,M,CLY,00:24:46,00:06:48,01:37:19,00:02:30,01:38:27,03:49:50
3502,39,M,CLY,00:18:27,00:04:11,01:12:59,00:02:01,00:56:17,02:33:55
3503,39,M,CLY,00:28:38,00:08:26,01:37:47,00:03:06,01:17:03,03:35:00
3504,39,M,CLY,00:23:33,00:06:18,01:22:26,00:01:34,01:14:12,03:08:03
3506,31,M,CLY,00:23:28,00:05:28,01:11:12,00:01:38,01:01:52,02:43:38
3507,40,M,CLY,00:25:02,00:06:01,01:24:52,00:04:16,01:18:01,03:18:12
3509,40,M,CLY,00:25:08,00:06:44,01:17:03,00:01:57,00:51:52,02:42:44
3516,42,M,CLY,00:24:14,00:06:15,01:18:13,00:03:34,01:14:33,03:06:49
3520,43,M,CLY,00:25:04,00:14:40,01:26:55,00:06:51,01:12:57,03:26:27
3522,44,M,CLY,00:23:35,00:05:54,01:17:57,00:02:29,01:00:43,02:50:38
3524,44,M,CLY,00:26:11,00:05:29,01:13:52,00:02:14,00:58:22,02:46:08
